State,precipitation,Year,Month,precipitation50mm,precipitation_percentage,maxprecipitation1day,maxprecipitation5day,relative_humidity,maxsurfaceairtemperature
Andaman and Nicobar Islands,338.86,1974,9,0.02,116.1,29.92,112.87,85.04,26.45
Andaman and Nicobar Islands,334.82,1974,10,0.0,125.57,32.42,105.76,85.32,26.23
Andaman and Nicobar Islands,289.04,1974,11,0.19,146.48,40.8,124.07,84.52,26.11
Andaman and Nicobar Islands,71.0,1974,12,0.0,58.51,12.89,33.12,78.74,26.09
Andaman and Nicobar Islands,192.97,1975,1,0.67,557.9,48.57,131.05,81.51,25.77
Andaman and Nicobar Islands,41.36,1975,2,0.0,184.28,10.78,20.95,77.49,25.88
Andaman and Nicobar Islands,17.03,1975,3,0.0,19.09,2.99,14.12,78.13,26.65
Andaman and Nicobar Islands,68.5,1975,4,0.0,70.24,10.97,26.27,80.12,27.46
Andaman and Nicobar Islands,340.08,1975,5,0.51,131.08,47.35,118.35,84.5,27.42
Andaman and Nicobar Islands,471.33,1975,6,0.5,153.83,51.6,113.74,86.58,26.85
Andaman and Nicobar Islands,153.36,1975,7,0.0,51.08,17.01,65.58,83.81,26.7
Andaman and Nicobar Islands,279.74,1975,8,0.0,100.58,28.05,80.24,86.32,26.61
Andaman and Nicobar Islands,259.15,1975,9,0.0,88.07,27.46,85.66,84.82,26.27
Andaman and Nicobar Islands,320.38,1975,10,0.33,121.03,48.68,95.74,85.42,26.24
Andaman and Nicobar Islands,236.26,1975,11,0.04,109.81,35.66,99.24,83.73,26.02
Andaman and Nicobar Islands,125.35,1975,12,0.03,116.19,24.69,73.23,76.17,25.54
Andaman and Nicobar Islands,17.53,1976,1,0.0,46.62,3.3,8.76,72.24,25.07
Andaman and Nicobar Islands,12.27,1976,2,0.0,62.41,2.69,7.54,74.11,25.68
Andaman and Nicobar Islands,17.17,1976,3,0.0,27.79,4.03,7.69,77.22,26.58
Andaman and Nicobar Islands,167.12,1976,4,0.43,169.97,37.72,118.76,78.54,27.37
Andaman and Nicobar Islands,256.65,1976,5,0.0,99.14,25.19,95.22,84.61,27.31
Andaman and Nicobar Islands,248.16,1976,6,0.0,80.09,26.59,86.92,83.58,27.24
Andaman and Nicobar Islands,262.22,1976,7,0.0,90.19,24.49,89.39,84.89,27.06
Andaman and Nicobar Islands,271.08,1976,8,0.0,96.04,22.55,87.62,86.37,26.44
Andaman and Nicobar Islands,187.06,1976,9,0.0,64.94,21.08,73.28,85.88,26.53
Andaman and Nicobar Islands,166.6,1976,10,0.0,62.13,23.66,87.46,83.98,26.62
Andaman and Nicobar Islands,220.36,1976,11,0.34,99.8,35.68,90.87,82.78,26.38
Andaman and Nicobar Islands,198.81,1976,12,0.91,213.49,83.81,261.69,78.1,25.88
Andaman and Nicobar Islands,78.85,1977,1,0.44,246.13,44.65,60.5,77.1,25.15
Andaman and Nicobar Islands,44.64,1977,2,0.0,165.86,9.84,24.95,79.71,25.79
Andaman and Nicobar Islands,15.18,1977,3,0.0,29.13,5.69,7.09,77.95,26.92
Andaman and Nicobar Islands,16.27,1977,4,0.0,15.22,2.85,6.06,75.8,28.22
Andaman and Nicobar Islands,236.85,1977,5,0.0,91.05,23.04,76.36,83.31,27.65
Andaman and Nicobar Islands,233.62,1977,6,0.0,81.62,23.38,77.23,84.66,27.4
Andaman and Nicobar Islands,192.66,1977,7,0.0,71.67,23.23,71.68,85.98,27.03
Andaman and Nicobar Islands,141.26,1977,8,0.0,50.25,14.08,43.92,84.82,27.06
Andaman and Nicobar Islands,244.59,1977,9,0.0,84.42,26.47,82.87,86.2,26.57
Andaman and Nicobar Islands,283.47,1977,10,0.07,106.26,36.02,105.53,84.75,26.53
Andaman and Nicobar Islands,171.77,1977,11,0.04,75.15,28.56,79.9,81.34,26.65
Andaman and Nicobar Islands,57.75,1977,12,0.0,52.08,9.09,25.43,79.15,26.17
Andaman and Nicobar Islands,68.46,1978,1,0.0,171.81,15.57,40.4,78.8,25.56
Andaman and Nicobar Islands,35.48,1978,2,0.0,165.88,7.6,20.05,78.72,26.14
Andaman and Nicobar Islands,23.98,1978,3,0.0,29.59,4.69,11.61,76.4,26.74
Andaman and Nicobar Islands,44.36,1978,4,0.0,42.34,6.06,17.56,78.81,27.86
Andaman and Nicobar Islands,248.6,1978,5,0.07,96.35,30.66,85.86,84.09,27.82
Andaman and Nicobar Islands,313.06,1978,6,0.0,110.37,28.11,87.76,85.44,27.28
Andaman and Nicobar Islands,369.49,1978,7,0.02,128.39,35.19,101.19,86.05,26.73
Andaman and Nicobar Islands,311.92,1978,8,0.0,107.96,26.93,80.14,86.0,26.88
Andaman and Nicobar Islands,252.47,1978,9,0.0,87.33,26.08,89.22,85.84,26.56
Andaman and Nicobar Islands,194.82,1978,10,0.06,73.42,35.32,76.17,83.84,26.56
Andaman and Nicobar Islands,87.69,1978,11,0.0,35.76,15.4,45.75,80.61,26.37
Andaman and Nicobar Islands,60.29,1978,12,0.0,48.26,10.04,27.39,77.74,26.54
Andaman and Nicobar Islands,14.2,1979,1,0.0,26.11,3.16,8.52,78.31,26.17
Andaman and Nicobar Islands,11.86,1979,2,0.0,26.72,3.04,6.3,74.77,26.4
Andaman and Nicobar Islands,6.28,1979,3,0.0,7.14,1.9,4.09,74.11,27.08
Andaman and Nicobar Islands,73.98,1979,4,0.0,74.88,13.45,40.39,77.11,28.12
Andaman and Nicobar Islands,147.0,1979,5,0.0,57.12,21.63,68.57,82.54,28.18
Andaman and Nicobar Islands,166.42,1979,6,0.0,59.61,20.95,69.63,84.36,27.84
Andaman and Nicobar Islands,301.48,1979,7,0.0,105.23,23.61,87.38,85.55,27.09
Andaman and Nicobar Islands,197.81,1979,8,0.0,71.93,20.14,64.97,84.75,27.2
Andaman and Nicobar Islands,292.04,1979,9,0.21,100.45,44.25,112.88,84.75,26.82
Andaman and Nicobar Islands,115.04,1979,10,0.0,42.91,28.82,57.51,82.54,26.95
Andaman and Nicobar Islands,150.86,1979,11,0.15,52.63,20.19,57.61,78.93,27.03
Andaman and Nicobar Islands,31.39,1979,12,0.0,20.55,9.75,16.35,74.1,26.63
Andaman and Nicobar Islands,14.71,1980,1,0.0,17.47,3.3,7.76,74.23,25.88
Andaman and Nicobar Islands,9.83,1980,2,0.0,23.52,2.5,5.74,72.7,26.38
Andaman and Nicobar Islands,18.21,1980,3,0.0,22.34,4.0,7.97,75.62,27.13
Andaman and Nicobar Islands,46.7,1980,4,0.0,45.27,7.92,18.26,79.3,28.33
Andaman and Nicobar Islands,283.9,1980,5,0.69,109.48,54.23,118.6,82.85,28.06
Andaman and Nicobar Islands,273.02,1980,6,0.0,93.94,24.51,88.98,85.59,27.58
Andaman and Nicobar Islands,294.75,1980,7,0.0,102.06,22.65,68.36,86.26,27.1
Andaman and Nicobar Islands,297.37,1980,8,0.0,103.48,31.45,99.38,85.54,26.99
Andaman and Nicobar Islands,194.92,1980,9,0.0,66.55,23.04,79.12,84.85,27.1
Andaman and Nicobar Islands,178.74,1980,10,0.0,66.72,19.68,60.96,84.6,26.69
Andaman and Nicobar Islands,153.94,1980,11,0.06,70.39,23.85,63.2,83.08,26.55
Andaman and Nicobar Islands,276.26,1980,12,0.62,263.55,51.68,125.54,81.23,25.88
Andaman and Nicobar Islands,19.26,1981,1,0.0,40.9,5.1,12.32,74.98,25.29
Andaman and Nicobar Islands,23.37,1981,2,0.0,68.87,4.95,12.83,75.61,25.94
Andaman and Nicobar Islands,7.05,1981,3,0.0,8.23,1.58,5.45,75.32,27.35
Andaman and Nicobar Islands,82.94,1981,4,0.0,84.1,13.37,35.91,80.3,27.83
Andaman and Nicobar Islands,258.17,1981,5,0.35,100.42,45.37,125.05,82.65,27.92
Andaman and Nicobar Islands,297.99,1981,6,0.01,97.37,33.97,99.16,85.63,27.42
Andaman and Nicobar Islands,223.33,1981,7,0.0,78.79,23.27,72.25,85.53,26.98
Andaman and Nicobar Islands,275.08,1981,8,0.0,93.46,24.43,78.21,86.18,26.95
Andaman and Nicobar Islands,268.19,1981,9,0.85,90.77,46.98,136.89,85.33,26.67
Andaman and Nicobar Islands,199.12,1981,10,0.0,74.8,24.36,67.11,84.12,26.7
Andaman and Nicobar Islands,262.41,1981,11,0.0,139.63,30.88,94.89,84.96,26.2
Andaman and Nicobar Islands,134.45,1981,12,0.22,134.51,32.59,95.85,76.83,25.99
Andaman and Nicobar Islands,13.46,1982,1,0.0,29.51,2.21,6.59,75.33,25.27
Andaman and Nicobar Islands,10.19,1982,2,0.0,20.93,1.99,5.04,75.62,25.66
Andaman and Nicobar Islands,13.17,1982,3,0.0,14.26,2.29,5.36,75.43,26.93
Andaman and Nicobar Islands,121.84,1982,4,0.0,124.36,22.61,55.38,79.88,27.53
Andaman and Nicobar Islands,267.33,1982,5,0.93,103.78,80.08,179.73,82.08,27.71
Andaman and Nicobar Islands,345.47,1982,6,0.16,119.51,32.29,158.44,85.88,27.31
Andaman and Nicobar Islands,261.36,1982,7,0.0,89.93,22.47,73.77,85.77,26.94
Andaman and Nicobar Islands,286.94,1982,8,0.0,97.77,33.17,92.56,85.97,26.98
Andaman and Nicobar Islands,273.4,1982,9,0.0,91.24,22.15,75.15,85.85,26.6
Andaman and Nicobar Islands,160.01,1982,10,0.0,59.87,23.72,69.94,82.7,26.64
Andaman and Nicobar Islands,186.15,1982,11,0.0,85.48,21.48,76.39,83.45,26.64
Andaman and Nicobar Islands,47.41,1982,12,0.0,30.53,9.32,28.39,76.19,25.94
Andaman and Nicobar Islands,34.51,1983,1,0.14,33.38,14.79,36.76,76.19,25.57
Andaman and Nicobar Islands,2.55,1983,2,0.0,6.18,0.67,1.2,76.69,25.75
Andaman and Nicobar Islands,6.45,1983,3,0.0,7.59,2.63,5.02,76.03,26.76
Andaman and Nicobar Islands,12.42,1983,4,0.0,10.76,3.39,8.67,76.52,28.09
Andaman and Nicobar Islands,283.51,1983,5,0.54,109.43,57.64,142.83,82.56,28.08
Andaman and Nicobar Islands,330.51,1983,6,0.0,108.07,28.47,117.05,85.79,27.53
Andaman and Nicobar Islands,269.3,1983,7,0.0,92.38,25.79,93.98,85.57,27.25
Andaman and Nicobar Islands,374.27,1983,8,0.19,130.02,41.47,104.83,86.08,27.17
Andaman and Nicobar Islands,323.47,1983,9,0.41,110.79,52.48,115.19,85.14,26.76
Andaman and Nicobar Islands,225.39,1983,10,0.08,84.58,32.62,82.09,85.67,26.63
Andaman and Nicobar Islands,251.86,1983,11,0.0,123.08,27.9,84.83,82.6,26.07
Andaman and Nicobar Islands,106.35,1983,12,0.15,92.16,24.93,58.66,78.4,25.92
Andaman and Nicobar Islands,77.6,1984,1,0.0,101.98,11.37,33.71,78.24,25.66
Andaman and Nicobar Islands,102.92,1984,2,0.0,506.22,20.2,59.39,81.97,26.42
Andaman and Nicobar Islands,37.81,1984,3,0.0,51.57,7.66,21.39,76.77,26.64
Andaman and Nicobar Islands,118.49,1984,4,0.0,132.38,18.88,56.39,81.08,27.76
Andaman and Nicobar Islands,162.34,1984,5,0.0,62.96,24.92,81.77,82.5,27.69
Andaman and Nicobar Islands,312.81,1984,6,0.0,104.84,26.51,91.59,85.88,27.3
Andaman and Nicobar Islands,309.03,1984,7,0.0,106.69,22.02,76.22,85.45,26.64
Andaman and Nicobar Islands,147.15,1984,8,0.0,52.19,18.69,58.77,85.54,27.01
Andaman and Nicobar Islands,231.2,1984,9,0.0,81.35,36.59,98.84,84.05,26.41
Andaman and Nicobar Islands,149.33,1984,10,0.0,55.99,21.0,61.16,82.78,26.59
Andaman and Nicobar Islands,99.54,1984,11,0.13,41.49,17.06,38.37,80.74,26.77
Andaman and Nicobar Islands,311.28,1984,12,2.48,405.68,64.76,229.2,78.8,25.83
Andaman and Nicobar Islands,31.22,1985,1,0.0,66.53,4.62,11.18,78.1,26.15
Andaman and Nicobar Islands,28.97,1985,2,0.0,107.4,5.12,12.52,76.9,26.04
Andaman and Nicobar Islands,39.48,1985,3,0.0,47.07,7.92,15.99,76.96,27.01
Andaman and Nicobar Islands,87.81,1985,4,0.0,78.52,17.56,40.45,79.48,27.84
Andaman and Nicobar Islands,243.78,1985,5,0.1,94.23,31.85,101.26,83.27,27.77
Andaman and Nicobar Islands,291.79,1985,6,0.0,94.63,29.14,88.2,85.7,27.13
Andaman and Nicobar Islands,204.34,1985,7,0.0,68.74,19.1,55.26,85.09,26.66
Andaman and Nicobar Islands,301.26,1985,8,0.28,105.86,42.86,100.84,85.77,26.74
Andaman and Nicobar Islands,257.16,1985,9,0.15,87.88,29.52,84.92,85.76,26.39
Andaman and Nicobar Islands,290.77,1985,10,0.0,109.26,39.26,131.19,84.55,26.31
Andaman and Nicobar Islands,221.16,1985,11,0.0,112.7,33.55,99.94,82.47,26.18
Andaman and Nicobar Islands,101.33,1985,12,0.0,94.92,16.11,38.44,78.71,26.18
Andaman and Nicobar Islands,23.32,1986,1,0.0,28.94,4.93,16.17,75.57,25.82
Andaman and Nicobar Islands,7.65,1986,2,0.0,41.28,2.47,5.68,72.95,26.17
Andaman and Nicobar Islands,24.8,1986,3,0.0,27.55,5.44,10.35,76.67,26.91
Andaman and Nicobar Islands,52.79,1986,4,0.0,54.9,10.32,19.88,77.53,28.16
Andaman and Nicobar Islands,305.42,1986,5,0.4,117.56,41.21,126.61,84.28,27.65
Andaman and Nicobar Islands,295.32,1986,6,0.0,101.34,28.35,96.61,85.94,27.33
Andaman and Nicobar Islands,229.05,1986,7,0.0,79.35,28.06,67.36,85.75,26.96
Andaman and Nicobar Islands,263.44,1986,8,0.11,92.26,38.97,130.58,86.4,26.71
Andaman and Nicobar Islands,295.96,1986,9,0.0,104.4,25.62,84.15,86.51,26.23
Andaman and Nicobar Islands,190.45,1986,10,0.0,70.96,28.07,71.17,84.84,26.38
Andaman and Nicobar Islands,150.98,1986,11,0.0,69.24,22.37,80.62,79.88,26.53
Andaman and Nicobar Islands,71.17,1986,12,0.0,75.86,13.1,37.86,78.78,26.58
Andaman and Nicobar Islands,39.14,1987,1,0.0,58.57,8.7,24.78,78.26,26.08
Andaman and Nicobar Islands,18.69,1987,2,0.0,127.82,6.91,16.54,76.83,26.36
Andaman and Nicobar Islands,39.28,1987,3,0.0,80.49,10.04,29.98,76.2,26.83
Andaman and Nicobar Islands,48.6,1987,4,0.0,51.71,15.11,59.87,78.0,28.13
Andaman and Nicobar Islands,154.98,1987,5,0.0,59.9,25.47,79.4,81.38,27.88
Andaman and Nicobar Islands,355.01,1987,6,0.0,117.95,33.14,98.23,86.46,27.64
Andaman and Nicobar Islands,103.1,1987,7,0.0,37.12,13.21,40.47,83.53,27.89
Andaman and Nicobar Islands,349.69,1987,8,0.34,122.33,43.01,101.71,85.72,26.99
Andaman and Nicobar Islands,201.06,1987,9,0.05,68.98,25.49,65.85,84.83,27.17
Andaman and Nicobar Islands,285.05,1987,10,0.23,107.01,46.45,102.72,84.79,26.9
Andaman and Nicobar Islands,223.78,1987,11,0.0,115.06,29.53,98.22,83.84,26.92
Andaman and Nicobar Islands,186.79,1987,12,0.16,182.42,35.71,97.35,76.77,26.58
Andaman and Nicobar Islands,38.35,1988,1,0.0,40.49,5.75,12.23,76.42,26.21
Andaman and Nicobar Islands,41.62,1988,2,0.0,126.3,7.67,20.46,78.62,26.98
Andaman and Nicobar Islands,31.98,1988,3,0.0,42.95,8.55,23.36,73.18,27.5
Andaman and Nicobar Islands,96.18,1988,4,0.0,97.09,14.06,51.46,78.62,28.25
Andaman and Nicobar Islands,364.68,1988,5,0.07,140.87,35.41,112.76,85.56,27.58
Andaman and Nicobar Islands,232.79,1988,6,0.0,74.8,26.61,90.94,85.12,27.62
Andaman and Nicobar Islands,354.83,1988,7,0.08,121.14,39.02,128.19,85.38,27.11
Andaman and Nicobar Islands,279.67,1988,8,0.0,100.97,25.54,87.45,84.91,27.15
Andaman and Nicobar Islands,431.45,1988,9,0.7,145.47,60.81,152.3,85.56,26.71
Andaman and Nicobar Islands,166.98,1988,10,0.2,63.06,35.87,90.06,83.84,26.59
Andaman and Nicobar Islands,493.04,1988,11,3.0,252.4,77.48,265.44,82.18,26.13
Andaman and Nicobar Islands,129.87,1988,12,0.56,126.68,50.81,104.95,76.82,25.97
Andaman and Nicobar Islands,64.34,1989,1,0.04,126.18,22.76,45.85,77.64,25.97
Andaman and Nicobar Islands,11.05,1989,2,0.0,21.21,2.62,6.44,73.49,25.84
Andaman and Nicobar Islands,63.8,1989,3,0.0,117.64,15.91,38.42,76.9,26.54
Andaman and Nicobar Islands,37.0,1989,4,0.0,30.46,5.45,19.59,74.69,27.86
Andaman and Nicobar Islands,329.5,1989,5,0.13,128.0,32.5,110.93,84.73,27.49
Andaman and Nicobar Islands,331.95,1989,6,0.0,106.94,31.07,95.82,85.77,26.96
Andaman and Nicobar Islands,317.09,1989,7,0.41,108.43,46.37,139.03,85.01,26.91
Andaman and Nicobar Islands,340.75,1989,8,0.13,119.72,35.49,104.79,86.29,26.76
Andaman and Nicobar Islands,220.54,1989,9,0.03,75.1,34.59,104.41,84.84,26.76
Andaman and Nicobar Islands,277.2,1989,10,0.0,103.59,25.79,84.87,85.88,26.28
Andaman and Nicobar Islands,178.89,1989,11,0.17,86.14,35.25,67.26,81.54,26.8
Andaman and Nicobar Islands,20.14,1989,12,0.0,10.87,3.43,18.98,70.23,26.4
Andaman and Nicobar Islands,17.62,1990,1,0.0,24.31,2.91,8.33,77.38,25.73
Andaman and Nicobar Islands,7.86,1990,2,0.0,19.43,1.32,2.84,76.53,26.69
Andaman and Nicobar Islands,28.37,1990,3,0.0,51.43,6.48,14.64,75.87,27.38
Andaman and Nicobar Islands,129.84,1990,4,0.0,140.58,26.45,76.17,79.95,27.98
Andaman and Nicobar Islands,320.53,1990,5,0.0,122.87,30.84,110.62,84.31,27.88
Andaman and Nicobar Islands,166.49,1990,6,0.0,55.65,21.24,73.65,85.32,27.59
Andaman and Nicobar Islands,162.65,1990,7,0.0,54.08,16.64,59.91,84.42,27.3
Andaman and Nicobar Islands,250.36,1990,8,0.0,88.23,26.23,79.51,85.61,27.03
Andaman and Nicobar Islands,294.29,1990,9,0.18,98.98,32.45,100.63,85.54,26.74
Andaman and Nicobar Islands,205.17,1990,10,0.0,76.64,34.95,93.64,84.37,26.95
Andaman and Nicobar Islands,230.43,1990,11,0.0,115.43,26.89,98.33,83.08,26.67
Andaman and Nicobar Islands,81.91,1990,12,0.01,76.58,30.58,49.39,78.27,26.62
Andaman and Nicobar Islands,18.68,1991,1,0.0,32.4,3.32,7.69,78.28,26.14
Andaman and Nicobar Islands,9.86,1991,2,0.0,22.58,2.18,5.15,72.2,26.46
Andaman and Nicobar Islands,18.57,1991,3,0.0,22.32,4.23,12.18,75.63,27.56
Andaman and Nicobar Islands,120.33,1991,4,0.0,133.11,29.43,88.12,78.88,28.16
Andaman and Nicobar Islands,217.56,1991,5,0.81,84.02,57.03,154.88,82.07,27.98
Andaman and Nicobar Islands,169.07,1991,6,0.0,54.19,28.53,117.77,83.41,28.07
Andaman and Nicobar Islands,318.52,1991,7,0.0,106.64,28.85,103.44,85.19,27.41
Andaman and Nicobar Islands,322.1,1991,8,0.0,114.28,30.82,80.05,86.63,26.85
Andaman and Nicobar Islands,295.14,1991,9,0.0,99.46,27.01,102.08,86.46,26.59
Andaman and Nicobar Islands,358.13,1991,10,0.26,134.72,43.63,111.74,85.44,26.21
Andaman and Nicobar Islands,105.62,1991,11,0.25,48.58,37.18,76.81,78.85,26.4
Andaman and Nicobar Islands,103.39,1991,12,0.16,94.26,34.83,64.7,76.72,26.26
Andaman and Nicobar Islands,36.93,1992,1,0.0,83.91,12.51,32.83,76.31,25.21
Andaman and Nicobar Islands,12.16,1992,2,0.0,47.67,4.17,9.12,72.73,25.19
Andaman and Nicobar Islands,1.82,1992,3,0.0,1.97,0.45,0.99,73.97,26.47
Andaman and Nicobar Islands,10.7,1992,4,0.0,10.42,2.13,10.53,73.7,28.22
Andaman and Nicobar Islands,159.55,1992,5,0.0,61.76,21.89,59.82,80.94,28.11
Andaman and Nicobar Islands,296.16,1992,6,0.0,96.9,32.88,116.09,84.62,27.69
Andaman and Nicobar Islands,279.95,1992,7,0.0,95.13,30.39,94.78,84.75,27.15
Andaman and Nicobar Islands,289.22,1992,8,0.48,99.76,48.38,113.37,85.41,26.99
Andaman and Nicobar Islands,232.92,1992,9,0.0,78.83,23.93,76.63,85.13,26.68
Andaman and Nicobar Islands,316.71,1992,10,0.08,119.25,36.57,118.01,83.7,26.44
Andaman and Nicobar Islands,163.34,1992,11,0.23,75.97,42.33,89.17,79.7,26.67
Andaman and Nicobar Islands,30.52,1992,12,0.0,18.91,4.78,12.72,75.93,26.1
Andaman and Nicobar Islands,29.01,1993,1,0.07,33.87,10.92,19.96,73.91,25.67
Andaman and Nicobar Islands,10.39,1993,2,0.0,20.66,3.31,5.18,71.3,25.89
Andaman and Nicobar Islands,33.62,1993,3,0.0,44.81,7.3,17.76,74.83,27.18
Andaman and Nicobar Islands,42.62,1993,4,0.0,40.49,5.93,17.06,76.52,28.04
Andaman and Nicobar Islands,263.43,1993,5,0.02,102.08,34.06,111.54,81.85,28.0
Andaman and Nicobar Islands,191.28,1993,6,0.0,66.43,29.64,83.34,84.25,27.87
Andaman and Nicobar Islands,343.03,1993,7,0.0,114.19,30.86,100.7,85.37,27.26
Andaman and Nicobar Islands,250.07,1993,8,0.0,86.8,23.82,72.3,84.58,27.21
Andaman and Nicobar Islands,322.1,1993,9,0.13,106.75,41.74,98.33,85.52,26.64
Andaman and Nicobar Islands,291.53,1993,10,0.0,108.94,28.24,92.76,84.96,26.42
Andaman and Nicobar Islands,155.34,1993,11,0.19,62.09,25.58,60.05,80.69,26.85
Andaman and Nicobar Islands,103.44,1993,12,0.15,68.01,18.84,55.26,74.73,26.61
Andaman and Nicobar Islands,25.49,1994,1,0.0,31.83,6.26,19.91,78.09,26.12
Andaman and Nicobar Islands,38.47,1994,2,0.0,140.71,8.72,27.56,76.76,26.35
Andaman and Nicobar Islands,141.43,1994,3,0.45,241.59,40.54,93.42,78.88,26.85
Andaman and Nicobar Islands,168.77,1994,4,0.87,185.75,76.48,160.11,76.76,28.02
Andaman and Nicobar Islands,244.4,1994,5,0.0,94.14,26.2,132.08,85.12,27.65
Andaman and Nicobar Islands,305.44,1994,6,0.0,101.91,29.37,85.41,85.73,27.46
Andaman and Nicobar Islands,316.54,1994,7,0.0,106.53,23.6,81.69,85.87,26.97
Andaman and Nicobar Islands,339.25,1994,8,0.2,119.02,45.4,106.55,86.17,26.67
Andaman and Nicobar Islands,317.0,1994,9,0.0,107.58,29.44,111.19,86.65,26.4
Andaman and Nicobar Islands,185.62,1994,10,0.05,69.17,24.82,66.85,80.69,26.55
Andaman and Nicobar Islands,139.54,1994,11,0.21,58.92,31.29,73.93,80.08,26.78
Andaman and Nicobar Islands,33.06,1994,12,0.0,38.32,7.4,18.33,76.76,26.29
Andaman and Nicobar Islands,24.95,1995,1,0.0,40.15,4.83,10.77,75.18,25.99
Andaman and Nicobar Islands,13.94,1995,2,0.0,30.42,4.22,10.97,74.37,26.03
Andaman and Nicobar Islands,44.34,1995,3,0.0,75.98,11.65,32.23,75.75,27.2
Andaman and Nicobar Islands,36.75,1995,4,0.0,34.2,8.02,27.58,75.09,28.56
Andaman and Nicobar Islands,215.16,1995,5,0.0,82.76,22.59,72.42,83.57,28.03
Andaman and Nicobar Islands,247.08,1995,6,0.0,81.97,26.82,79.11,85.42,27.62
Andaman and Nicobar Islands,271.45,1995,7,0.0,93.6,22.64,74.99,85.69,26.95
Andaman and Nicobar Islands,313.4,1995,8,0.02,112.58,33.24,105.84,86.22,26.92
Andaman and Nicobar Islands,248.15,1995,9,0.0,84.7,31.75,79.31,86.32,26.69
Andaman and Nicobar Islands,269.55,1995,10,0.01,100.73,32.7,103.71,84.47,26.72
Andaman and Nicobar Islands,387.01,1995,11,0.45,190.1,46.48,151.3,83.55,26.38
Andaman and Nicobar Islands,27.34,1995,12,0.0,20.48,7.07,15.97,71.55,26.18
Andaman and Nicobar Islands,24.66,1996,1,0.0,27.39,5.95,14.54,72.71,25.61
Andaman and Nicobar Islands,29.46,1996,2,0.0,84.59,5.76,15.08,77.07,26.11
Andaman and Nicobar Islands,11.83,1996,3,0.0,20.33,2.29,12.57,75.89,27.25
Andaman and Nicobar Islands,146.13,1996,4,0.15,146.76,34.08,92.62,78.4,27.85
Andaman and Nicobar Islands,155.71,1996,5,0.0,60.41,25.11,76.16,83.75,27.81
Andaman and Nicobar Islands,321.25,1996,6,0.05,107.06,38.14,114.41,84.55,27.49
Andaman and Nicobar Islands,332.48,1996,7,0.13,116.92,30.68,100.17,85.22,27.09
Andaman and Nicobar Islands,273.95,1996,8,0.17,97.77,36.41,110.95,84.9,27.02
Andaman and Nicobar Islands,352.13,1996,9,0.0,116.66,37.61,112.78,86.64,26.52
Andaman and Nicobar Islands,230.91,1996,10,0.04,86.38,30.21,96.57,85.1,26.62
Andaman and Nicobar Islands,204.96,1996,11,0.33,96.31,41.54,91.81,82.22,26.62
Andaman and Nicobar Islands,163.36,1996,12,0.13,175.78,33.75,96.72,77.73,26.15
Andaman and Nicobar Islands,10.52,1997,1,0.0,25.3,2.13,5.43,72.49,25.52
Andaman and Nicobar Islands,9.71,1997,2,0.0,16.2,1.76,4.17,73.5,25.49
Andaman and Nicobar Islands,10.51,1997,3,0.0,16.99,3.59,9.08,75.03,27.16
Andaman and Nicobar Islands,42.82,1997,4,0.0,40.35,6.9,19.74,74.95,27.89
Andaman and Nicobar Islands,176.71,1997,5,0.27,68.49,39.03,108.98,79.33,28.22
Andaman and Nicobar Islands,147.69,1997,6,0.0,49.82,27.74,63.55,81.88,27.99
Andaman and Nicobar Islands,321.58,1997,7,0.0,106.12,26.46,99.35,85.57,27.26
Andaman and Nicobar Islands,324.91,1997,8,0.7,113.08,51.74,128.66,86.18,27.02
Andaman and Nicobar Islands,320.87,1997,9,0.25,108.94,43.02,123.17,85.52,26.71
Andaman and Nicobar Islands,165.38,1997,10,0.0,61.55,20.38,52.29,83.16,26.96
Andaman and Nicobar Islands,222.29,1997,11,0.27,113.49,38.83,114.87,82.43,26.92
Andaman and Nicobar Islands,50.65,1997,12,0.0,34.47,11.87,28.49,77.98,26.96
Andaman and Nicobar Islands,8.33,1998,1,0.0,14.42,1.83,3.69,76.75,26.61
Andaman and Nicobar Islands,4.71,1998,2,0.0,9.6,0.7,2.16,74.57,26.68
Andaman and Nicobar Islands,2.78,1998,3,0.0,3.73,0.61,1.62,74.15,27.58
Andaman and Nicobar Islands,8.49,1998,4,0.0,8.2,2.0,5.65,74.29,28.84
Andaman and Nicobar Islands,181.37,1998,5,0.0,69.91,24.34,82.39,80.52,29.19
Andaman and Nicobar Islands,392.1,1998,6,0.17,129.79,39.81,111.31,85.71,27.79
